Title,Genero,Synopsis,Ganó_Emmy,Cantidad_Emmys,Rating,Popularity,Vote Count,Origin Country,First Air Date,In production,Status,Number of Season,Number of Episodes,Episode Duration,Reviews,Has_Reviews
eight is enough,"Drama, Comedy","Eight Is Enough is an American television comedy-drama series that ran on ABC from March 15, 1977, until August 29, 1981. The show was modeled after syndicated newspaper columnist Thomas Braden, a real-life parent with eight children, who wrote a book with the same name.",False,0.0,6.1,48.149,30,US,1977-03-15,False,Ended,5,112,55.0,No reviews,False
police woman,"Action & Adventure, Crime, Drama","Sergeant “Pepper""” Anderson, an undercover cop for the Criminal Conspiracy Unit of the Los Angeles Police Department, poses undercover from mob girl to prostitute.",False,0.0,6.3,52.0,28,US,1974-09-13,False,Ended,4,92,60.0,No reviews,False
charlie's angels,Action & Adventure,"Beautiful, intelligent, and ultra-sophisticated, Charlie's Angels are everything a man could dream of... and way more than they could ever handle! Receiving their orders via speaker phone from their never seen boss, Charlie, the Angels employ their incomparable sleuthing and combat skills, as well as their lethal feminine charm, to crack even the most seemingly insurmountable of cases.",False,0.0,6.7,93.86,205,US,1976-09-22,False,Ended,5,115,50.0,"They weren't wearing bras and you could see, well...at least that was the justification one of the Angels gave for their popularity in the documentary series on the 70s.

But, going beyond that, it is totally 70s fun. The plot is out there, at least enough to make it pretty fun in the not at all realistic sort of way.

But, one you move beyond that, it's one of those wonderful late-70s-mid 80s detective shows, albeit it this one has a male fantasy premise and cast.",True
baretta,"Crime, Drama, Mystery","Baretta is an American detective television series which ran on ABC from 1975 to 1978. The show was a milder version of a successful 1973–74 ABC series, Toma, starring Tony Musante as chameleon-like, real-life New Jersey police officer David Toma. While popular, Toma received intense criticism at the time for its realistic and frequent depiction of police and criminal violence. When Musante left the series after a single season, the concept was retooled as Baretta, with Robert Blake in the title role.",True,2.0,6.3,156.945,36,US,1975-01-17,False,Ended,4,83,60.0,No reviews,False
the mary tyler moore show,Comedy,"30-year-old single Mary Richards moves to Minneapolis to start a new life after a romantic break-up. There she reacquaints with Phyllis who rents her a room, and meets her upstairs neighbor and new best friend Rhoda. Mary unexpectedly lands a job as associate producer at the TV station WJM, where she works alongside her bristly boss, Lou; the comical newswriter, Murray; and the newscast's often-incompetent anchor, Ted.",True,29.0,7.5,51.581,69,US,1970-09-19,False,Ended,7,168,25.0,No reviews,False
the six million dollar man,"Sci-Fi & Fantasy, Action & Adventure, Drama","Follow the adventures of Steve Austin, cybernetically enhanced astronaut turned secret agent, employed by the OSI, under the command of Oscar Goldman and supervised by the scientist who created his cybernetics, Rudy Wells. Steve uses the superior strength and speed provided by his bionic arm and legs, and the enhanced vision provided by his artificial eye, to fight enemy agents, aliens, mad scientists, and a wide variety of other villains.",False,0.0,7.253,73.831,399,US,1974-01-18,False,Ended,5,99,0.0,"When my friends and I were kids we used to slow motion run because... The Six Million Dollar Man.

And, this was taken off the air about the time we were all being born. But thanks to good parenting and re-runs we all knew exactly what it was, and imitated it...

... which had to be great for our parents because (add sound effect) they got to watch us run as slowly as possible and then argue that ""You didn't shoot me, I was bionic.""

But it was cool when it first aired. And it is cool today. And, well, it's just cool. It was one heck of a fun sci-fi show and, now that it is horribly dated it makes it even more fun to watch.",True
visions,Documentary,"Weekly anthology series of original dramas, often with period settings.",True,1.0,6.0,59.44,1,US,1976-10-21,True,Returning Series,7,36,60.0,No reviews,False
fish,Comedy,Fish is a spin-off television series of the sitcom Barney Miller. It starred Abe Vigoda as New York Police Department Detective Phil Fish and Florence Stanley as his wife Bernice.,True,1.0,5.7,61.977,3,US,1977-02-05,False,Ended,2,35,30.0,No reviews,False
kojak,"Crime, Action & Adventure, Drama, Mystery","A bald, lollipop sucking police detective with a fiery righteous attitude battles crime in New York City.",True,2.0,7.0,238.571,117,US,1973-10-24,False,Ended,5,118,60.0,No reviews,False
"mary hartman, mary hartman","Drama, Soap, Comedy","In the fictional town of Fernwood, Ohio, suburban housewife Mary Hartman seeks the kind of domestic perfection promised by Reader’s Digest and TV commercials. Instead she finds herself suffering the slings and arrows of outrageous fortune: mass murders, low-flying airplanes and waxy yellow buildup on her kitchen floor.",True,1.0,6.7,81.365,13,US,1976-01-05,False,Ended,2,325,26.5,No reviews,False
cher,,Emmy Award nominated American variety show.,True,4.0,6.25,48.759,4,US,1975-02-16,False,Ended,2,29,60.0,No reviews,False
petrocelli,Drama,"Petrocelli is an American legal drama which ran for two seasons on NBC from September 11, 1974 to March 31, 1976.

Tony Petrocelli is an Italian-American Harvard-educated lawyer who gave up the big money and frenetic pace of major-metropolitan life to practice in a sleepy city in the American Southwest. He and wife Maggie live in a trailer in the country while waiting for their new house to be built, and travel around in a beat-up old pickup truck. For a quiet rural area, Petrocelli seems to have no trouble running into his share of murderers to defend.",True,1.0,6.957,48.458,23,US,1974-09-11,False,Ended,2,45,54.0,No reviews,False
medical center,Drama,Medical Center is a medical drama series which aired on CBS from 1969 to 1976. It was produced by MGM Television.,False,0.0,6.1,457.664,13,US,1969-09-24,False,Ended,7,170,60.0,No reviews,False
hawaii five-o,"Action & Adventure, Drama","Hawaii Five-O is an American police procedural drama series produced by CBS Productions and Leonard Freeman. Set in Hawaii, the show originally aired for 12 seasons from 1968 to 1980, and continues in reruns. Jack Lord portrayed Detective Lieutenant Steve McGarrett, the head of a special state police task force which was based on an actual unit that existed under martial law in the 1940s. The theme music composed by Morton Stevens became especially popular. Many episodes would end with McGarrett instructing his subordinate to ""Book 'em, Danno!"", sometimes specifying a charge such as ""murder one"".",True,1.0,7.1,122.408,137,US,1968-09-20,False,Ended,12,284,60.0,No reviews,False
the odd couple,Comedy,"Felix and Oscar are two divorced men. Felix is neat and tidy while Oscar is sloppy and casual. They share a Manhattan apartment, and their different lifestyles inevitably lead to conflicts.",True,3.0,7.831,45.489,59,US,1970-09-24,False,Ended,5,114,30.0,No reviews,False
cannon,"Drama, Action & Adventure","Cannon is a CBS detective television series produced by Quinn Martin which aired from March 26, 1971 to March 3, 1976. The primary protagonist is the title character, private detective Frank Cannon, played by William Conrad. He also appeared on two episodes of Barnaby Jones.

Cannon is the first Quinn Martin-produced series to be aired on a network other than ABC. A ""revival"" television film, The Return of Frank Cannon, was aired on November 1, 1980. In total, there were 124 episodes.",False,0.0,6.5,279.927,33,US,1971-09-14,False,Ended,5,123,60.0,No reviews,False
